wavelength	AM1.5G	GaInAs	AZO	reflected	transmitted
2.8E-07	4.7309E-14	0.01218403007611507	0.8498085795253699	0.13800739039851506	3.162332263626622E-60
2.805E-07	1.2307E-12	0.01227628243876748	0.8502184448194076	0.1375052727418249	4.036315699381595E-60
2.81E-07	5.6895E-12	0.01249291227891289	0.8506311260293695	0.1368759616917177	3.968581172315712E-59
2.815E-07	1.5662E-10	0.01258737776015981	0.8510528376320311	0.1363597846078091	5.038400441719632E-59
2.82E-07	1.1946E-09	0.012682427818104731	0.8514771718200413	0.13584040036185382	6.3913069360473985E-59
2.825E-07	4.5436E-09	0.012778012504903867	0.8519004090048726	0.13532157849022342	8.100771017195425E-59
2.83E-07	1.8452E-08	0.013003459255098068	0.8522695915142616	0.13472694923064024	1.0466292797867583E-57
2.835E-07	3.536E-08	0.013100815636847797	0.8526698453370242	0.13422933902612805	1.3189141473236106E-57
2.84E-07	7.267E-07	0.013198534464249156	0.8530573970919043	0.13374406844384656	1.6606798548390914E-57
2.845E-07	2.4856E-06	0.013296558257321206	0.8534287790454793	0.13327466269719948	2.0893012712011248E-57
2.85E-07	8.0142E-06	0.013528704958398826	0.8536788161173119	0.13279247892428944	3.394658865665995E-56
2.855E-07	4.2613E-05	0.013627992158997421	0.8539963442823799	0.13237566355862265	4.244659187996828E-56
2.86E-07	0.00013684	0.013727400705924864	0.8542878269523625	0.13198477234171255	5.3032497413380815E-56
2.865E-07	0.00083823	0.013826872746761941	0.8545504686812833	0.13162265857195485	6.620549700866155E-56
2.87E-07	0.0027367	0.014063219398602765	0.8546248520789972	0.1313119285224002	1.278889988371694E-54
